Book_ID,Title,Author,Department,Total_Copies,Available_Copies
B-1139,RTOS Concepts,Li,ECS,14,14
B-1140,Designing Embedded Systems with Arduino,Tian,ECS,8,8
B-1141,Raspberry Pi Cookbook,Monk,ECS,5,5
B-1142,Digital Systems Design using VHDL,Roth,ECS,13,12
B-1143,Verilog HDL,Samir Palnitkar,ECS,10,8
B-1144,Electronic Instrumentation,Kalsi,ECS,7,7
B-1145,Network Analysis,Van Valkenburg,ECS,14,13
B-1146,Solid State Electronic Devices,Streetman,ECS,15,14
B-1147,Semiconductor Physics and Devices,Neamen,ECS,6,6
B-1148,"Pulse, Digital and Switching Waveforms",Millman,ECS,14,14
B-1149,Hardware Security,Bhunia,ECS,5,5
B-1150,Principles of Communication Systems,Taub and Schilling,EXTC,10,10
B-1151,Digital Communications,John Proakis,EXTC,13,13
B-1152,Antennas and Wave Propagation,John Kraus,EXTC,13,13
B-1153,Microwave Engineering,David Pozar,EXTC,7,7
B-1154,Signals and Systems,Alan Oppenheim,EXTC,8,7
B-1155,Optical Fiber Communications,Gerd Keiser,EXTC,8,8
B-1156,Mobile Cellular Telecommunications,William Lee,EXTC,7,6
B-1157,Wireless Communications,Andreas Molisch,EXTC,7,5
B-1158,Satellite Communications,Timothy Pratt,EXTC,14,13
B-1159,Radar Systems,Merrill Skolnik,EXTC,13,11
B-1160,Digital Signal Processing,Sanjit Mitra,EXTC,12,11
B-1161,Communication Networks,Alberto Leon-Garcia,EXTC,15,15
B-1162,Broadband Communications,Robert Newman,EXTC,11,11
B-1163,Error Correction Coding,Todd Moon,EXTC,15,15
B-1164,Spread Spectrum Communications,Simon,EXTC,6,5
B-1165,Multi-Carrier Communications,Ye Li,EXTC,10,8
B-1166,Ad Hoc Wireless Networks,Murthy,EXTC,5,3
B-1167,Cognitive Radio Networks,Wyglinski,EXTC,6,6
B-1168,Next Generation Networks,Johnson,EXTC,10,9
B-1169,Information Theory,Thomas Cover,EXTC,10,9
B-1170,Wavelet Transforms,Raghuveer Rao,EXTC,12,11
B-1171,Adaptive Signal Processing,Haykin,EXTC,13,10
B-1172,Kalman Filtering,Grewal,EXTC,5,4
B-1173,Array Signal Processing,Johnson,EXTC,11,11
B-1174,MIMO Wireless Communications,Biglieri,EXTC,15,14
B-1175,LTE,The UMTS Long Term Evolution,EXTC,14,14
B-1176,5G Mobile and Wireless Communications,Osseiran,EXTC,15,14
B-1177,Software Defined Radio,Arslan,EXTC,12,11
B-1178,Global Positioning System,Misra,EXTC,9,9
B-1179,Remote Sensing,Campbell,EXTC,14,14
B-1180,Speech Processing,Rabiner,EXTC,7,7
B-1181,Audio Engineering,Rumsey,EXTC,11,10
B-1182,Television Engineering,Gulati,EXTC,9,7
B-1183,Video Processing,Tekalp,EXTC,13,11
B-1184,Medical Electronics,Khandpur,EXTC,10,9
B-1185,Bio-Medical Instrumentation,Cromwell,EXTC,7,7
B-1186,Neural Networks and Learning Machines,Haykin,EXTC,13,12
B-1187,Fuzzy Logic with Engineering Applications,Ross,EXTC,6,6
B-1188,Genetic Algorithms,Goldberg,EXTC,5,5
B-1189,Electromagnetic Compatibility,Ott,EXTC,15,15
B-1190,High Frequency Electronics,Hagen,EXTC,5,5
B-1191,Radio Frequency Integrated Circuits,Lee,EXTC,13,13
B-1192,Mixed-Signal Circuit Design,Baker,EXTC,5,5
B-1193,Low-Power VLSI Design,Yeo,EXTC,6,5
B-1194,Analog Filter Design,Van Valkenburg,EXTC,11,11
B-1195,Operational Amplifiers,Franco,EXTC,15,15
B-1196,Switching Theory and Logic Design,Kohavi,EXTC,6,5
B-1197,Reliability Engineering,Balagurusamy,EXTC,9,8
B-1198,Engineering Electromagnetics,William Hayt,EXTC,7,5
B-1199,Transmission Lines and Networks,Umesh Sinha,EXTC,6,5
B-1200,Thermodynamics: An Engineering Approach,Cengel,Mechanical,9,8
B-1201,Fluid Mechanics,Frank White,Mechanical,15,14
B-1202,Heat and Mass Transfer,Incropera,Mechanical,15,14
B-1203,Theory of Machines,Thomas Bevan,Mechanical,14,14
B-1204,Design of Machine Elements,Shigley,Mechanical,6,6
B-1205,Strength of Materials,R.K. Bansal,Mechanical,6,6
B-1206,Manufacturing Technology,P.N. Rao,Mechanical,11,11
B-1207,Engineering Mechanics,Meriam & Kraige,Mechanical,9,8
B-1208,Kinematics and Dynamics of Machinery,Norton,Mechanical,7,7
B-1209,Refrigeration and Air Conditioning,C.P. Arora,Mechanical,14,12
B-1210,Internal Combustion Engines,Ganesan,Mechanical,11,10
B-1211,Gas Turbines,V. Ganesan,Mechanical,8,8
B-1212,Power Plant Engineering,P.K. Nag,Mechanical,13,13
B-1213,Automobile Engineering,Kirpal Singh,Mechanical,7,5
B-1214,Mechatronics,W. Bolton,Mechanical,7,7
B-1215,Robotics,Saeed Niku,Mechanical,6,5
B-1216,CAD/CAM,Ibrahim Zeid,Mechanical,14,12
B-1217,Operations Research,Hamdy Taha,Mechanical,10,10
B-1218,Industrial Engineering,O.P. Khanna,Mechanical,9,9
B-1219,Work Study and Ergonomics,Lakhwinder Pal Singh,Mechanical,15,15
B-1220,Quality Control,Montgomery,Mechanical,9,8
B-1221,Reliability Engineering,Ebeling,Mechanical,14,14
B-1222,Engineering Metrology,R.K. Jain,Mechanical,5,5
B-1223,Non-Destructive Testing,Baldev Raj,Mechanical,9,7
B-1224,Materials Science and Engineering,Callister,Mechanical,8,8
B-1225,Machine Design,R.S. Khurmi,Mechanical,14,13
B-1226,Solid Mechanics,Popov,Mechanical,8,6
B-1227,Vibration Analysis,Rao,Mechanical,15,15
B-1228,Acoustics for Engineers,Kropp,Mechanical,8,8
B-1229,Computational Fluid Dynamics,Anderson,Mechanical,9,8
B-1230,Finite Element Analysis,Seshu,Mechanical,11,10
B-1231,Optimization for Engineering Design,Deb,Mechanical,11,9
B-1232,Tribology,Williams,Mechanical,12,12
B-1233,Composite Materials,Chawla,Mechanical,11,11
B-1234,Nano-Materials,Pradeep,Mechanical,5,4
B-1235,Solar Energy,Sukhatme,Mechanical,8,7
B-1236,Non-Conventional Energy Sources,G.D. Rai,Mechanical,9,9
B-1237,Maintenance Engineering,Venkataraman,Mechanical,8,8
B-1238,Production Management,Panneerselvam,Mechanical,11,11
B-1239,Total Quality Management,Besterfield,Mechanical,6,6
B-1240,Value Engineering,Iyer,Mechanical,11,11
B-1241,Project Management,Prasanna Chandra,Mechanical,14,12
B-1242,Engineering Economy,Blank,Mechanical,13,13
B-1243,Legal Aspects of Business,Pathak,Mechanical,6,6
B-1244,Entrepreneurship,Hisrich,Mechanical,5,4
B-1245,Human Resource Management,Dessler,Mechanical,13,13
B-1246,Organizational Behavior,Robbins,Mechanical,13,12
B-1247,Supply Chain Management,Ballou,Mechanical,14,14
B-1248,Logistics Management,Bowersox,Mechanical,14,14
B-1249,Operations Management,Heizer,Mechanical,5,5
B-1250,Automotive Mechanics,William Crouse,Automobile,7,6
B-1251,The Motor Vehicle,"Newton, Steeds & Garrett",Automobile,7,7
B-1252,Automotive Chassis,P.M. Heldt,Automobile,7,7
B-1253,Automotive Engines,A.K. Babu,Automobile,10,10
B-1254,Automotive Electrical and Electronics,Tom Denton,Automobile,5,5
B-1255,Vehicle Dynamics,Reza Jazar,Automobile,13,12
B-1256,Advanced Engine Technology,Heinz Heisler,Automobile,15,15
B-1257,Automobile Electrical and Electronic Systems,Tom Denton,Automobile,6,6
B-1258,Automotive Transmissions,Harald Naunheimer,Automobile,11,10
B-1259,Hybrid and Electric Vehicles,Iqbal Husain,Automobile,14,13
B-1260,Fuel Cell Vehicles,James Larminie,Automobile,15,12
B-1261,Automotive Aerodynamics,Joseph Katz,Automobile,6,3
B-1262,Racing Car Design,Terry Katayama,Automobile,10,10
B-1263,Tire and Vehicle Dynamics,Hans Pacejka,Automobile,15,15
B-1264,Vehicle Crashworthiness,Du Bois,Automobile,15,14
B-1265,Automotive Safety,Ulrich Seiffert,Automobile,15,14
B-1266,Light and Heavy Vehicle Technology,Malcolm Nunney,Automobile,10,9
B-1267,Automotive Control Systems,Kiencke,Automobile,11,9
B-1268,Embedded Systems in Automotive,Nicolas Navet,Automobile,5,5
B-1269,CAN Bus Design,Steve Corrigan,Automobile,9,8
B-1270,Automotive Ethernet,Coltman,Automobile,7,7
B-1271,Alternative Fuels for Transportation,Arumugam Ramasamy,Automobile,7,7
B-1272,Biofuels,Mousdale,Automobile,15,15
B-1273,Hydrogen Energy,Veziroglu,Automobile,13,13
B-1274,Automotive Engines,Ganesan,Automobile,5,5
B-1275,Two and Three Wheeler Technology,Panchal,Automobile,8,6
B-1276,Tractor Mechanics,Liljedahl,Automobile,7,7
B-1277,Earth Moving Machinery,Jagman Singh,Automobile,12,11
B-1278,Garage Practice,Kirpal Singh,Automobile,10,10
B-1279,Automotive Body Engineering,J. Pawlowski,Automobile,15,13
B-1280,Materials for Automobile Bodies,Geoffrey Davies,Automobile,11,10
B-1281,Automotive Paints and Coatings,Streitberger,Automobile,5,4
B-1282,Manufacturing Automotive Components,R.K. Jain,Automobile,8,7
B-1283,Modern Automotive Technology,James Duffy,Automobile,5,4
B-1284,Automobile Engineering Vol 1,Kirpal Singh,Automobile,8,8
B-1285,Automobile Engineering Vol 2,Kirpal Singh,Automobile,15,11
B-1286,Auto Repair for Dummies,Deanna Sclar,Automobile,14,13
B-1287,How Your Car Works,Julian Happian-Smith,Automobile,6,6
B-1288,Race Car Engineering,Maurice Olley,Automobile,14,14
B-1289,Autonomous Vehicles,Lipson,Automobile,9,9
B-1290,Connected Cars,Dietmayer,Automobile,10,10
B-1291,Automotive Cyber Security,Kersten,Automobile,11,9
B-1292,Machine Learning for Automotive,Hanselmann,Automobile,12,11
B-1293,Deep Learning in Transportation,Wang,Automobile,15,15
B-1294,Telematics,Shuman,Automobile,6,5
B-1295,Diagnostics of Automotive Engines,K.C. Giri,Automobile,5,5
B-1296,Automobile Pollution and Control,B.P. Pundir,Automobile,14,14
B-1297,"Noise, Vibration and Harshness",Wang,Automobile,14,13
B-1298,Automotive Sensors,Fleming,Automobile,7,5
B-1299,Automotive Air Conditioning,Boylestad,Automobile,6,6
B-FY1,Engineering Physics,Gaur & Gupta,First Year Core,30,29
B-FY2,Engineering Chemistry,Jain & Jain,First Year Core,30,29
B-FY3,Engineering Mathematics Vol 1,B.S. Grewal,First Year Core,30,30
B-FY4,Basic Electrical Engineering,V.K. Mehta,First Year Core,30,28
B-FY5,Programming in C,Balagurusamy,First Year Core,30,30
B-FY6,Engineering Graphics,N.D. Bhatt,First Year Core,30,30
B-FY7,Mechanics for Engineers,Beer & Johnston,First Year Core,30,30
B-FY8,Environmental Studies,Erach Bharucha,First Year Core,30,30
B-FY9,Communication Skills,Sanjay Kumar,First Year Core,30,29
B-FY10,Workshop Practice,Hajra Choudhury,First Year Core,30,30
