Book_ID,Title,Author,Department,Total_Copies,Available_Copies
CS037,Database System Concepts (Ed 5),"Korth, Sudarshan",CS,11,11
CS038,Compilers: Principles (Ed 5),"Aho, Ullman",CS,23,23
CS039,Discrete Mathematics (Ed 5),Kenneth Rosen,CS,11,11
CS040,Speech and Language Processing (Ed 5),"Jurafsky, Martin",CS,12,12
CS041,Introduction to Algorithms (Ed 6),"Cormen, Leiserson",CS,16,14
CS042,Operating System Concepts (Ed 6),"Silberschatz, Galvin",CS,10,9
CS043,Computer Networks (Ed 6),Tanenbaum,CS,23,23
CS044,Artificial Intelligence: A Modern Approach (Ed 6),"Russell, Norvig",CS,19,19
CS045,Database System Concepts (Ed 6),"Korth, Sudarshan",CS,14,14
CS046,Compilers: Principles (Ed 6),"Aho, Ullman",CS,22,22
CS047,Discrete Mathematics (Ed 6),Kenneth Rosen,CS,18,18
CS048,Speech and Language Processing (Ed 6),"Jurafsky, Martin",CS,15,14
CS049,Introduction to Algorithms (Ed 7),"Cormen, Leiserson",CS,18,18
CS050,Operating System Concepts (Ed 7),"Silberschatz, Galvin",CS,11,11
CS051,Computer Networks (Ed 7),Tanenbaum,CS,22,21
CS052,Artificial Intelligence: A Modern Approach (Ed 7),"Russell, Norvig",CS,24,24
CS053,Database System Concepts (Ed 7),"Korth, Sudarshan",CS,18,16
CS054,Compilers: Principles (Ed 7),"Aho, Ullman",CS,24,24
CS055,Discrete Mathematics (Ed 7),Kenneth Rosen,CS,22,22
CS056,Speech and Language Processing (Ed 7),"Jurafsky, Martin",CS,25,25
CS057,Introduction to Algorithms (Ed 8),"Cormen, Leiserson",CS,18,18
CS058,Operating System Concepts (Ed 8),"Silberschatz, Galvin",CS,17,17
CS059,Computer Networks (Ed 8),Tanenbaum,CS,25,25
CS060,Artificial Intelligence: A Modern Approach (Ed 8),"Russell, Norvig",CS,14,14
CS061,Database System Concepts (Ed 8),"Korth, Sudarshan",CS,14,14
CS062,Compilers: Principles (Ed 8),"Aho, Ullman",CS,16,16
CS063,Discrete Mathematics (Ed 8),Kenneth Rosen,CS,10,9
CS064,Speech and Language Processing (Ed 8),"Jurafsky, Martin",CS,10,9
CS065,Introduction to Algorithms (Ed 9),"Cormen, Leiserson",CS,11,10
CS066,Operating System Concepts (Ed 9),"Silberschatz, Galvin",CS,16,16
CS067,Computer Networks (Ed 9),Tanenbaum,CS,22,22
CS068,Artificial Intelligence: A Modern Approach (Ed 9),"Russell, Norvig",CS,17,16
CS069,Database System Concepts (Ed 9),"Korth, Sudarshan",CS,24,24
CS070,Compilers: Principles (Ed 9),"Aho, Ullman",CS,18,17
CS071,Discrete Mathematics (Ed 9),Kenneth Rosen,CS,13,13
CS072,Speech and Language Processing (Ed 9),"Jurafsky, Martin",CS,13,12
CS073,Introduction to Algorithms (Ed 10),"Cormen, Leiserson",CS,22,22
CS074,Operating System Concepts (Ed 10),"Silberschatz, Galvin",CS,20,20
CS075,Computer Networks (Ed 10),Tanenbaum,CS,15,15
CS076,Artificial Intelligence: A Modern Approach (Ed 10),"Russell, Norvig",CS,21,21
CS077,Database System Concepts (Ed 10),"Korth, Sudarshan",CS,25,25
CS078,Compilers: Principles (Ed 10),"Aho, Ullman",CS,10,10
CS079,Discrete Mathematics (Ed 10),Kenneth Rosen,CS,23,22
CS080,Speech and Language Processing (Ed 10),"Jurafsky, Martin",CS,16,15
CS081,Introduction to Algorithms (Ed 11),"Cormen, Leiserson",CS,21,21
CS082,Operating System Concepts (Ed 11),"Silberschatz, Galvin",CS,11,10
CS083,Computer Networks (Ed 11),Tanenbaum,CS,24,23
CS084,Artificial Intelligence: A Modern Approach (Ed 11),"Russell, Norvig",CS,18,18
CS085,Database System Concepts (Ed 11),"Korth, Sudarshan",CS,17,17
CS086,Compilers: Principles (Ed 11),"Aho, Ullman",CS,21,21
CS087,Discrete Mathematics (Ed 11),Kenneth Rosen,CS,11,11
CS088,Speech and Language Processing (Ed 11),"Jurafsky, Martin",CS,15,15
CS089,Introduction to Algorithms (Ed 12),"Cormen, Leiserson",CS,17,17
CS090,Operating System Concepts (Ed 12),"Silberschatz, Galvin",CS,13,11
CS091,Computer Networks (Ed 12),Tanenbaum,CS,15,15
CS092,Artificial Intelligence: A Modern Approach (Ed 12),"Russell, Norvig",CS,10,10
CS093,Database System Concepts (Ed 12),"Korth, Sudarshan",CS,20,19
CS094,Compilers: Principles (Ed 12),"Aho, Ullman",CS,16,16
CS095,Discrete Mathematics (Ed 12),Kenneth Rosen,CS,20,20
CS096,Speech and Language Processing (Ed 12),"Jurafsky, Martin",CS,12,12
CS097,Introduction to Algorithms (Ed 13),"Cormen, Leiserson",CS,12,12
CS098,Operating System Concepts (Ed 13),"Silberschatz, Galvin",CS,25,25
CS099,Computer Networks (Ed 13),Tanenbaum,CS,18,17
CS100,Artificial Intelligence: A Modern Approach (Ed 13),"Russell, Norvig",CS,19,19
