Book_ID,Title,Author,Department,Total_Copies,Available_Copies
EC033,Signals and Systems (Ed 6),Alan Oppenheim,ECS,16,16
EC034,Embedded Systems (Ed 6),Raj Kamal,ECS,10,10
EC035,VLSI Design (Ed 6),Debaprasad Das,ECS,15,15
EC036,Control Systems Engineering (Ed 6),"Nagrath, Gopal",ECS,25,25
EC037,Digital Design (Ed 7),M. Morris Mano,ECS,12,11
EC038,Microprocessor Architecture (Ed 7),Ramesh Gaonkar,ECS,20,20
EC039,Signals and Systems (Ed 7),Alan Oppenheim,ECS,21,21
EC040,Embedded Systems (Ed 7),Raj Kamal,ECS,17,17
EC041,VLSI Design (Ed 7),Debaprasad Das,ECS,24,24
EC042,Control Systems Engineering (Ed 7),"Nagrath, Gopal",ECS,16,16
EC043,Digital Design (Ed 8),M. Morris Mano,ECS,22,22
EC044,Microprocessor Architecture (Ed 8),Ramesh Gaonkar,ECS,13,13
EC045,Signals and Systems (Ed 8),Alan Oppenheim,ECS,22,21
EC046,Embedded Systems (Ed 8),Raj Kamal,ECS,15,15
EC047,VLSI Design (Ed 8),Debaprasad Das,ECS,19,19
EC048,Control Systems Engineering (Ed 8),"Nagrath, Gopal",ECS,13,13
EC049,Digital Design (Ed 9),M. Morris Mano,ECS,15,15
EC050,Microprocessor Architecture (Ed 9),Ramesh Gaonkar,ECS,13,13
EC051,Signals and Systems (Ed 9),Alan Oppenheim,ECS,11,11
EC052,Embedded Systems (Ed 9),Raj Kamal,ECS,13,12
EC053,VLSI Design (Ed 9),Debaprasad Das,ECS,15,15
EC054,Control Systems Engineering (Ed 9),"Nagrath, Gopal",ECS,22,22
EC055,Digital Design (Ed 10),M. Morris Mano,ECS,18,18
EC056,Microprocessor Architecture (Ed 10),Ramesh Gaonkar,ECS,15,15
EC057,Signals and Systems (Ed 10),Alan Oppenheim,ECS,22,22
EC058,Embedded Systems (Ed 10),Raj Kamal,ECS,20,20
EC059,VLSI Design (Ed 10),Debaprasad Das,ECS,16,16
EC060,Control Systems Engineering (Ed 10),"Nagrath, Gopal",ECS,20,20
EC061,Digital Design (Ed 11),M. Morris Mano,ECS,23,23
EC062,Microprocessor Architecture (Ed 11),Ramesh Gaonkar,ECS,11,10
EC063,Signals and Systems (Ed 11),Alan Oppenheim,ECS,13,13
EC064,Embedded Systems (Ed 11),Raj Kamal,ECS,15,15
EC065,VLSI Design (Ed 11),Debaprasad Das,ECS,10,10
EC066,Control Systems Engineering (Ed 11),"Nagrath, Gopal",ECS,13,13
EC067,Digital Design (Ed 12),M. Morris Mano,ECS,20,20
EC068,Microprocessor Architecture (Ed 12),Ramesh Gaonkar,ECS,10,10
EC069,Signals and Systems (Ed 12),Alan Oppenheim,ECS,10,10
EC070,Embedded Systems (Ed 12),Raj Kamal,ECS,13,13
EC071,VLSI Design (Ed 12),Debaprasad Das,ECS,11,11
EC072,Control Systems Engineering (Ed 12),"Nagrath, Gopal",ECS,22,22
EC073,Digital Design (Ed 13),M. Morris Mano,ECS,21,21
EC074,Microprocessor Architecture (Ed 13),Ramesh Gaonkar,ECS,18,18
EC075,Signals and Systems (Ed 13),Alan Oppenheim,ECS,15,15
EC076,Embedded Systems (Ed 13),Raj Kamal,ECS,14,14
EC077,VLSI Design (Ed 13),Debaprasad Das,ECS,12,12
EC078,Control Systems Engineering (Ed 13),"Nagrath, Gopal",ECS,16,16
EC079,Digital Design (Ed 14),M. Morris Mano,ECS,22,22
EC080,Microprocessor Architecture (Ed 14),Ramesh Gaonkar,ECS,17,17
EC081,Signals and Systems (Ed 14),Alan Oppenheim,ECS,24,24
EC082,Embedded Systems (Ed 14),Raj Kamal,ECS,13,13
EC083,VLSI Design (Ed 14),Debaprasad Das,ECS,12,12
EC084,Control Systems Engineering (Ed 14),"Nagrath, Gopal",ECS,17,17
EC085,Digital Design (Ed 15),M. Morris Mano,ECS,18,17
EC086,Microprocessor Architecture (Ed 15),Ramesh Gaonkar,ECS,22,21
EC087,Signals and Systems (Ed 15),Alan Oppenheim,ECS,11,10
EC088,Embedded Systems (Ed 15),Raj Kamal,ECS,13,13
EC089,VLSI Design (Ed 15),Debaprasad Das,ECS,16,16
EC090,Control Systems Engineering (Ed 15),"Nagrath, Gopal",ECS,10,9
EC091,Digital Design (Ed 16),M. Morris Mano,ECS,20,20
EC092,Microprocessor Architecture (Ed 16),Ramesh Gaonkar,ECS,25,24
EC093,Signals and Systems (Ed 16),Alan Oppenheim,ECS,10,10
EC094,Embedded Systems (Ed 16),Raj Kamal,ECS,24,24
EC095,VLSI Design (Ed 16),Debaprasad Das,ECS,15,15
EC096,Control Systems Engineering (Ed 16),"Nagrath, Gopal",ECS,17,16
EC097,Digital Design (Ed 17),M. Morris Mano,ECS,11,11
EC098,Microprocessor Architecture (Ed 17),Ramesh Gaonkar,ECS,18,18
EC099,Signals and Systems (Ed 17),Alan Oppenheim,ECS,16,16
EC100,Embedded Systems (Ed 17),Raj Kamal,ECS,13,13
