Book_ID,Title,Author,Department,Total_Copies,Available_Copies
IT044,Cloud Computing (Ed 8),Rajkumar Buyya,IT,22,22
IT045,Web Technologies (Ed 8),Achyut Godbole,IT,15,15
IT046,Cryptography and Network Security (Ed 8),William Stallings,IT,21,21
IT047,Big Data Analytics (Ed 8),Radha Shankarmani,IT,12,12
IT048,The Complete Reference Java (Ed 8),Herbert Schildt,IT,23,22
IT049,Software Engineering (Ed 9),Roger S. Pressman,IT,21,19
IT050,Cloud Computing (Ed 9),Rajkumar Buyya,IT,21,21
IT051,Web Technologies (Ed 9),Achyut Godbole,IT,18,18
IT052,Cryptography and Network Security (Ed 9),William Stallings,IT,17,17
IT053,Big Data Analytics (Ed 9),Radha Shankarmani,IT,17,17
IT054,The Complete Reference Java (Ed 9),Herbert Schildt,IT,25,25
IT055,Software Engineering (Ed 10),Roger S. Pressman,IT,16,16
IT056,Cloud Computing (Ed 10),Rajkumar Buyya,IT,18,18
IT057,Web Technologies (Ed 10),Achyut Godbole,IT,15,14
IT058,Cryptography and Network Security (Ed 10),William Stallings,IT,11,11
IT059,Big Data Analytics (Ed 10),Radha Shankarmani,IT,13,13
IT060,The Complete Reference Java (Ed 10),Herbert Schildt,IT,19,19
IT061,Software Engineering (Ed 11),Roger S. Pressman,IT,23,23
IT062,Cloud Computing (Ed 11),Rajkumar Buyya,IT,21,21
IT063,Web Technologies (Ed 11),Achyut Godbole,IT,18,17
IT064,Cryptography and Network Security (Ed 11),William Stallings,IT,25,25
IT065,Big Data Analytics (Ed 11),Radha Shankarmani,IT,24,23
IT066,The Complete Reference Java (Ed 11),Herbert Schildt,IT,14,14
IT067,Software Engineering (Ed 12),Roger S. Pressman,IT,23,22
IT068,Cloud Computing (Ed 12),Rajkumar Buyya,IT,19,19
IT069,Web Technologies (Ed 12),Achyut Godbole,IT,17,17
IT070,Cryptography and Network Security (Ed 12),William Stallings,IT,17,17
IT071,Big Data Analytics (Ed 12),Radha Shankarmani,IT,19,19
IT072,The Complete Reference Java (Ed 12),Herbert Schildt,IT,20,20
IT073,Software Engineering (Ed 13),Roger S. Pressman,IT,16,16
IT074,Cloud Computing (Ed 13),Rajkumar Buyya,IT,22,22
IT075,Web Technologies (Ed 13),Achyut Godbole,IT,10,10
IT076,Cryptography and Network Security (Ed 13),William Stallings,IT,22,22
IT077,Big Data Analytics (Ed 13),Radha Shankarmani,IT,20,20
IT078,The Complete Reference Java (Ed 13),Herbert Schildt,IT,11,11
IT079,Software Engineering (Ed 14),Roger S. Pressman,IT,25,24
IT080,Cloud Computing (Ed 14),Rajkumar Buyya,IT,14,13
IT081,Web Technologies (Ed 14),Achyut Godbole,IT,14,14
IT082,Cryptography and Network Security (Ed 14),William Stallings,IT,16,16
IT083,Big Data Analytics (Ed 14),Radha Shankarmani,IT,19,19
IT084,The Complete Reference Java (Ed 14),Herbert Schildt,IT,13,13
IT085,Software Engineering (Ed 15),Roger S. Pressman,IT,10,9
IT086,Cloud Computing (Ed 15),Rajkumar Buyya,IT,20,20
IT087,Web Technologies (Ed 15),Achyut Godbole,IT,11,9
IT088,Cryptography and Network Security (Ed 15),William Stallings,IT,17,17
IT089,Big Data Analytics (Ed 15),Radha Shankarmani,IT,18,18
IT090,The Complete Reference Java (Ed 15),Herbert Schildt,IT,13,13
IT091,Software Engineering (Ed 16),Roger S. Pressman,IT,17,16
IT092,Cloud Computing (Ed 16),Rajkumar Buyya,IT,23,23
IT093,Web Technologies (Ed 16),Achyut Godbole,IT,14,14
IT094,Cryptography and Network Security (Ed 16),William Stallings,IT,19,18
IT095,Big Data Analytics (Ed 16),Radha Shankarmani,IT,11,11
IT096,The Complete Reference Java (Ed 16),Herbert Schildt,IT,16,15
IT097,Software Engineering (Ed 17),Roger S. Pressman,IT,15,14
IT098,Cloud Computing (Ed 17),Rajkumar Buyya,IT,23,23
IT099,Web Technologies (Ed 17),Achyut Godbole,IT,11,10
IT100,Cryptography and Network Security (Ed 17),William Stallings,IT,11,11
