Book_ID,Title,Author,Department,Total_Copies,Available_Copies
EX091,Principles of Communication Systems (Ed 16),"Taub, Schilling",EXTC,23,23
EX092,Digital Communications (Ed 16),Simon Haykin,EXTC,19,19
EX093,Antenna Theory (Ed 16),Constantine Balanis,EXTC,19,19
EX094,Microwave Engineering (Ed 16),David Pozar,EXTC,25,25
EX095,Optical Fiber Communications (Ed 16),Gerd Keiser,EXTC,15,14
EX096,Wireless Communications (Ed 16),Rappaport,EXTC,25,25
EX097,Principles of Communication Systems (Ed 17),"Taub, Schilling",EXTC,15,15
EX098,Digital Communications (Ed 17),Simon Haykin,EXTC,24,24
EX099,Antenna Theory (Ed 17),Constantine Balanis,EXTC,23,22
EX100,Microwave Engineering (Ed 17),David Pozar,EXTC,13,12
