Book_ID,Title,Author,Department,Total_Copies,Available_Copies
FI073,Higher Engineering Mathematics (Ed 10),B.S. Grewal,First Year,21,21
FI074,Advanced Engineering Mathematics (Ed 10),Erwin Kreyszig,First Year,21,21
FI075,Engineering Physics (Ed 10),D.K. Bhattacharya,First Year,13,12
FI076,Applied Chemistry (Ed 10),S.S. Dara,First Year,25,25
FI077,Engineering Mechanics (Ed 10),S.S. Bhavikatti,First Year,19,19
FI078,Basic Electrical Engineering (Ed 10),V.K. Mehta,First Year,20,20
FI079,Programming in ANSI C (Ed 10),E. Balagurusamy,First Year,21,21
FI080,Engineering Graphics (Ed 10),N.D. Bhatt,First Year,14,14
FI081,Higher Engineering Mathematics (Ed 11),B.S. Grewal,First Year,22,22
FI082,Advanced Engineering Mathematics (Ed 11),Erwin Kreyszig,First Year,17,16
FI083,Engineering Physics (Ed 11),D.K. Bhattacharya,First Year,11,11
FI084,Applied Chemistry (Ed 11),S.S. Dara,First Year,14,14
FI085,Engineering Mechanics (Ed 11),S.S. Bhavikatti,First Year,19,18
FI086,Basic Electrical Engineering (Ed 11),V.K. Mehta,First Year,10,10
FI087,Programming in ANSI C (Ed 11),E. Balagurusamy,First Year,22,22
FI088,Engineering Graphics (Ed 11),N.D. Bhatt,First Year,24,24
FI089,Higher Engineering Mathematics (Ed 12),B.S. Grewal,First Year,14,14
FI090,Advanced Engineering Mathematics (Ed 12),Erwin Kreyszig,First Year,24,24
FI091,Engineering Physics (Ed 12),D.K. Bhattacharya,First Year,21,21
FI092,Applied Chemistry (Ed 12),S.S. Dara,First Year,23,23
FI093,Engineering Mechanics (Ed 12),S.S. Bhavikatti,First Year,17,17
FI094,Basic Electrical Engineering (Ed 12),V.K. Mehta,First Year,23,22
FI095,Programming in ANSI C (Ed 12),E. Balagurusamy,First Year,20,20
FI096,Engineering Graphics (Ed 12),N.D. Bhatt,First Year,20,19
FI097,Higher Engineering Mathematics (Ed 13),B.S. Grewal,First Year,18,17
FI098,Advanced Engineering Mathematics (Ed 13),Erwin Kreyszig,First Year,25,25
FI099,Engineering Physics (Ed 13),D.K. Bhattacharya,First Year,19,19
FI100,Applied Chemistry (Ed 13),S.S. Dara,First Year,15,15
